Variete,Temp_Air_Moy,Temp_Sol,Humidite_Sol,N,P,K,Prevision_Gelee,Indice_Succes
Cerise,27.5,24.8,65,132,74,151,0,73
Noire de Crimée,27.5,26.5,45,123,88,137,1,55
Cerise,19.4,28.0,74,105,82,131,0,89
Cerise,19.8,26.5,44,94,72,166,0,52
Cerise,26.6,24.0,48,90,97,164,1,80
Cœur de Bœuf,21.9,20.7,67,129,94,166,0,80
Noire de Crimée,18.0,25.1,58,111,99,151,0,61
Cerise,20.7,27.4,44,137,71,130,0,57
Cœur de Bœuf,24.0,20.9,62,135,89,168,1,92
Marmande,26.0,21.3,83,115,64,162,1,75
Marmande,19.3,20.3,83,123,61,133,0,75
Cerise,19.1,25.6,55,139,89,138,0,64
Marmande,27.2,22.7,46,110,94,137,0,62
Noire de Crimée,25.5,19.6,53,96,69,151,0,71
Marmande,23.9,26.9,61,114,68,150,0,62
Marmande,25.7,24.0,48,101,76,157,1,95
Noire de Crimée,22.3,22.0,86,120,97,166,0,58
Cerise,25.6,22.1,62,136,89,131,0,73
Cerise,21.7,21.6,82,116,94,146,0,52
Noire de Crimée,20.4,23.1,43,111,66,160,0,72
Noire de Crimée,25.3,22.0,82,123,71,142,0,61
Noire de Crimée,22.2,23.9,65,106,93,147,0,90
Marmande,27.8,26.0,80,100,62,153,1,93
Noire de Crimée,21.5,25.1,45,118,92,160,1,60
Cœur de Bœuf,27.2,21.7,70,123,99,162,0,68
Marmande,27.3,23.8,56,126,72,160,0,58
Cerise,20.4,26.6,48,138,70,156,1,86
Cerise,26.0,19.6,66,137,99,165,0,59
Cerise,22.3,19.7,45,115,79,150,0,58
Marmande,27.2,24.0,45,134,90,134,0,82
Cœur de Bœuf,22.5,24.8,43,134,92,140,0,62
Noire de Crimée,25.4,20.9,82,134,93,163,0,69
Noire de Crimée,22.7,25.7,42,121,68,163,0,93
Cerise,20.3,24.8,63,126,66,132,0,60
Cerise,20.0,27.3,57,94,68,135,0,90
Marmande,22.3,20.5,71,109,85,149,0,78
Cœur de Bœuf,25.6,25.8,87,96,61,133,0,96
Noire de Crimée,24.1,19.8,60,132,64,166,1,62
Marmande,24.9,24.1,87,112,61,168,0,93
Noire de Crimée,20.8,24.0,68,90,69,136,1,63
Cerise,22.8,22.5,71,128,90,146,0,58
Noire de Crimée,18.4,26.6,64,92,92,167,1,91
Cœur de Bœuf,26.2,19.0,51,134,65,165,0,87
Cœur de Bœuf,27.9,23.7,85,92,73,163,1,68
Cerise,22.1,21.0,48,95,73,135,0,91
Cœur de Bœuf,18.1,25.7,46,120,74,168,0,96
Cœur de Bœuf,19.7,19.4,53,116,92,131,0,57
Marmande,24.5,26.5,59,118,90,147,1,67
Noire de Crimée,24.1,26.5,59,104,76,156,0,83
Cerise,25.9,26.5,49,125,74,168,0,85
Cerise,20.5,20.4,50,94,79,148,0,58
Cerise,25.6,24.7,78,92,80,161,0,65
Cerise,24.9,19.1,58,114,88,153,0,54
Cerise,21.2,26.6,58,121,68,163,1,64
Cœur de Bœuf,23.5,25.5,82,110,88,154,0,73
Marmande,19.5,23.8,45,137,93,153,0,96
Cerise,22.5,25.6,47,106,68,154,1,93
Marmande,26.8,19.8,40,98,89,141,0,97
Marmande,22.2,23.8,62,115,76,159,0,92
Cœur de Bœuf,26.4,21.6,79,111,63,135,0,88
Cerise,23.9,27.8,76,130,99,159,1,74
Cœur de Bœuf,19.9,26.7,49,135,91,162,0,65
Cerise,23.8,25.6,41,112,91,144,1,91
Cœur de Bœuf,23.1,27.4,75,100,66,158,0,71
Marmande,22.0,22.1,41,99,97,143,0,99
Cerise,19.2,27.1,54,112,91,154,0,65
Noire de Crimée,22.2,21.9,59,94,64,134,0,82
Marmande,18.7,25.6,81,115,62,131,0,54
Noire de Crimée,19.0,25.6,60,93,79,145,0,56
Marmande,22.2,19.2,69,132,76,168,1,67
Cœur de Bœuf,21.1,22.2,63,116,75,167,0,55
Cerise,27.3,19.2,41,127,70,146,0,98
Marmande,21.8,28.0,77,123,72,160,0,61
Cœur de Bœuf,25.6,20.1,61,92,77,130,0,93
Cerise,23.3,23.9,68,139,73,135,0,82
Cerise,25.0,26.1,53,121,93,160,0,83
Marmande,20.6,20.8,44,115,71,135,1,70
Cerise,27.4,23.4,63,107,81,165,1,67
Marmande,23.3,24.5,65,96,80,137,1,63
Cerise,26.3,20.4,41,134,85,158,0,91
Noire de Crimée,21.7,26.0,85,102,98,138,1,79
Cœur de Bœuf,19.0,21.7,84,95,61,151,0,95
Noire de Crimée,24.7,20.9,73,124,75,139,0,52
Marmande,18.1,24.0,62,120,93,153,0,62
Noire de Crimée,22.8,22.7,80,131,70,169,1,86
Marmande,19.9,27.3,74,126,78,131,0,68
Cerise,24.3,26.9,54,132,89,149,0,86
Cerise,27.8,23.4,42,93,66,146,0,62
Marmande,22.6,22.2,51,131,86,162,0,64
Noire de Crimée,26.2,21.9,77,93,81,143,0,75
Cerise,23.1,21.4,56,134,76,161,0,55
Cœur de Bœuf,23.0,23.9,77,97,74,166,1,76
Cerise,27.3,26.2,66,127,68,153,0,61
Cœur de Bœuf,26.9,21.8,58,100,71,149,0,97
Noire de Crimée,25.9,20.7,88,91,67,135,0,74
Cœur de Bœuf,21.0,23.3,87,107,61,162,1,99
Cœur de Bœuf,23.5,19.6,60,107,75,157,0,96
Cœur de Bœuf,20.2,25.3,79,111,62,140,0,65
Cœur de Bœuf,22.4,23.7,63,101,90,165,0,95
Cerise,22.8,23.5,63,106,85,149,0,65
Cœur de Bœuf,26.3,21.7,58,106,61,135,0,52
Cerise,27.0,27.1,70,125,89,137,1,83
Cœur de Bœuf,22.1,19.8,79,118,72,148,0,73
Marmande,18.2,26.8,59,138,96,144,1,91
Noire de Crimée,26.6,22.4,54,105,73,151,1,95
Cœur de Bœuf,19.7,26.9,79,130,60,131,0,72
Marmande,24.2,25.6,74,100,91,157,0,79
Cœur de Bœuf,18.2,19.9,87,133,65,165,1,98
Cœur de Bœuf,22.0,26.5,74,132,81,165,0,70
Cœur de Bœuf,27.9,25.1,72,134,70,147,0,66
Marmande,19.0,19.3,79,111,82,141,1,67
Noire de Crimée,22.2,20.2,80,119,73,148,0,52
Marmande,21.1,24.7,83,97,73,155,0,96
Noire de Crimée,27.1,25.0,57,135,79,154,1,61
Cœur de Bœuf,26.7,25.7,56,107,66,157,0,65
Cerise,20.4,25.5,47,135,78,144,0,87
Cœur de Bœuf,18.8,24.9,59,105,85,139,0,63
Noire de Crimée,24.3,25.9,50,136,81,168,0,76
Marmande,21.4,24.2,69,109,65,163,1,67
Cœur de Bœuf,24.7,21.3,66,128,72,142,0,69
Marmande,18.3,27.2,78,97,69,145,1,84
Marmande,19.3,19.2,53,119,78,169,1,66
Marmande,24.9,22.3,81,127,90,160,0,69
Cœur de Bœuf,20.1,25.6,54,118,69,130,0,55
Marmande,26.6,22.8,51,102,96,152,0,75
Marmande,18.6,19.2,59,106,72,143,0,56
Cœur de Bœuf,20.2,19.6,56,129,76,168,1,87
Marmande,28.0,24.8,79,132,64,159,0,61
Cœur de Bœuf,22.3,27.7,65,106,80,149,1,66
Noire de Crimée,25.0,24.0,53,98,98,154,1,70
Noire de Crimée,19.8,23.6,64,91,79,140,0,55
Noire de Crimée,24.1,21.9,65,131,66,155,1,96
Marmande,25.3,21.3,86,113,74,150,1,86
Cerise,21.1,19.2,64,110,74,134,0,74
Cerise,26.3,21.5,64,135,82,136,0,64
Marmande,24.0,23.0,66,91,92,141,0,60
Cerise,21.9,20.8,82,94,61,131,0,58
Cœur de Bœuf,23.6,19.8,51,106,91,168,0,53
Cerise,23.8,25.5,59,113,74,150,0,52
Marmande,19.7,27.1,55,97,66,161,0,62
Marmande,22.0,27.4,64,119,68,134,0,81
Cœur de Bœuf,21.4,24.6,66,139,87,156,0,55
Noire de Crimée,22.0,19.5,57,111,81,160,0,50
Marmande,25.6,25.7,49,113,62,141,0,91
Cœur de Bœuf,22.8,20.0,89,115,61,165,1,54
Cerise,27.4,25.0,69,97,81,150,0,51
Cerise,20.9,26.0,40,101,84,148,0,71
Cœur de Bœuf,22.2,25.5,43,103,84,132,0,81
Cœur de Bœuf,25.9,27.6,62,119,91,146,1,97
Marmande,23.5,25.6,46,124,66,159,0,90
Cerise,23.5,25.2,69,120,90,165,0,99
Cœur de Bœuf,18.5,21.4,65,117,96,138,0,98
Cerise,22.0,27.3,40,135,63,163,0,56
Cœur de Bœuf,20.7,20.6,68,116,92,158,0,70
Cerise,28.0,27.1,64,125,74,139,0,66
Noire de Crimée,21.1,21.8,79,90,68,138,0,69
Marmande,26.8,20.2,65,130,65,169,0,50
Cerise,24.8,26.4,56,103,90,140,1,81
Noire de Crimée,21.4,19.0,70,99,93,148,0,89
Cerise,23.4,26.5,47,139,97,151,0,81
Cerise,26.4,21.4,44,131,72,151,0,69
Noire de Crimée,26.8,27.0,40,96,95,145,0,59
Cerise,19.6,25.2,54,129,91,146,0,55
Cerise,21.4,25.0,75,103,81,169,0,90
Marmande,21.4,22.3,46,125,88,136,1,82
Noire de Crimée,18.4,19.5,85,116,70,160,0,59
Noire de Crimée,24.0,26.5,83,100,65,133,1,74
Cœur de Bœuf,26.5,20.5,66,131,64,158,0,73
Cerise,21.8,22.4,74,138,60,136,1,80
Marmande,25.4,24.4,66,126,98,159,0,78
Cerise,24.3,23.3,59,131,69,132,1,61
Cerise,21.8,20.8,57,99,69,154,1,92
Cœur de Bœuf,19.4,20.3,79,96,83,163,1,86
Cerise,25.1,20.1,41,106,66,162,0,91
Marmande,26.5,26.8,69,101,81,160,0,99
Marmande,24.9,19.3,77,126,80,153,0,58
Cœur de Bœuf,18.2,27.8,69,126,81,167,1,78
Cerise,20.2,20.8,46,125,92,133,0,52
Marmande,18.7,20.0,78,96,84,139,0,53
Cerise,23.7,24.2,52,113,90,154,0,70
Cerise,25.6,19.7,72,123,75,166,0,55
Cerise,19.1,24.4,79,90,74,130,0,51
Cœur de Bœuf,26.4,26.7,69,118,88,146,1,86
Cerise,23.6,19.4,69,115,78,136,1,69
Marmande,24.9,26.2,62,99,76,143,0,94
Cerise,27.7,22.6,84,90,85,130,0,82
Marmande,18.8,20.4,63,134,95,135,1,63
Cerise,27.0,20.6,59,106,95,168,0,69
Marmande,19.3,27.3,67,130,94,139,0,92
Marmande,21.9,20.0,58,125,99,150,1,51
Cerise,26.5,26.8,88,98,82,132,1,96
Cerise,27.1,23.9,52,128,68,148,0,56
Marmande,23.1,19.4,55,112,93,157,0,86
Noire de Crimée,23.9,23.2,54,118,77,131,0,61
Cœur de Bœuf,25.1,26.4,50,91,75,156,0,98
Noire de Crimée,26.3,25.5,51,107,91,161,0,65
Noire de Crimée,19.2,23.4,61,117,87,141,0,66
Cerise,26.1,26.7,64,136,91,130,1,80
Cœur de Bœuf,22.8,20.1,42,131,77,169,0,56
Noire de Crimée,22.5,27.2,63,138,93,158,1,75
Cerise,22.2,26.6,64,96,88,138,0,50
Noire de Crimée,23.1,25.4,48,100,80,147,1,51
Noire de Crimée,27.5,26.4,67,96,60,165,1,80
Cerise,23.5,23.9,85,132,75,145,0,69
Cerise,27.5,25.1,69,113,92,164,0,86
Cerise,19.8,24.0,46,104,80,165,0,82
Cœur de Bœuf,25.2,22.2,50,120,94,133,0,62
Noire de Crimée,26.1,24.1,49,108,86,169,0,50
Cerise,24.8,21.3,42,99,79,164,0,82
Marmande,24.1,23.0,58,137,90,148,0,52
Noire de Crimée,23.6,21.5,41,97,75,135,1,86
Marmande,26.6,20.1,56,90,73,160,0,68
Cœur de Bœuf,26.2,21.9,68,91,91,156,0,93
Cerise,19.2,26.7,41,118,91,132,0,89
Marmande,26.5,22.4,55,131,61,165,0,81
Cœur de Bœuf,22.1,25.7,88,99,81,165,0,54
Cerise,20.5,20.6,49,131,96,131,0,96
Marmande,26.7,22.8,43,98,76,166,1,92
Marmande,22.3,20.0,82,139,91,144,0,96
Cœur de Bœuf,26.1,20.2,65,120,97,166,0,86
Cerise,20.6,24.6,88,121,76,152,0,55
Cerise,18.0,24.5,63,91,93,135,1,85
Marmande,23.0,20.9,51,113,66,162,0,86
Marmande,19.0,23.3,60,126,88,134,1,62
Marmande,25.5,26.8,81,132,76,150,0,61
Cerise,20.8,20.6,55,95,83,157,1,55
Cœur de Bœuf,22.4,19.2,75,97,67,150,1,79
Cœur de Bœuf,18.9,24.9,74,129,82,153,0,86
Cerise,20.9,19.5,48,114,92,157,0,77
Noire de Crimée,25.8,27.8,45,131,88,140,0,59
Cœur de Bœuf,19.5,24.5,83,132,78,151,0,77
Marmande,24.5,23.2,40,114,64,163,1,55
Noire de Crimée,27.2,22.9,53,135,96,166,1,58
Noire de Crimée,24.8,24.2,63,100,82,146,0,73
Cœur de Bœuf,26.1,19.8,49,124,85,144,1,67
Noire de Crimée,19.1,27.4,57,90,83,158,0,53
Noire de Crimée,20.5,24.6,84,112,80,163,0,94
Cœur de Bœuf,26.9,20.7,48,92,92,151,1,72
Cœur de Bœuf,25.2,24.1,66,130,85,156,0,76
Noire de Crimée,24.4,20.2,58,90,69,167,0,53
Marmande,24.6,19.2,75,133,88,144,1,62
Cerise,22.1,24.7,42,101,94,150,0,60
Noire de Crimée,18.4,24.8,77,127,87,133,0,60
Noire de Crimée,25.8,24.3,48,129,71,147,1,68
Marmande,24.8,20.7,49,120,66,136,0,82
Noire de Crimée,22.7,24.4,48,118,75,145,1,63
Noire de Crimée,27.0,19.5,56,124,79,164,0,62
Cerise,21.4,24.5,81,117,88,141,0,56
Cerise,20.9,24.0,77,110,94,136,1,82
Cerise,26.7,24.9,87,100,87,139,1,81
Cœur de Bœuf,26.0,27.1,88,115,66,130,0,94
Cœur de Bœuf,23.1,26.7,82,100,81,141,0,86
Cerise,19.3,27.8,59,94,73,156,0,57
Cerise,20.2,27.8,46,96,95,157,1,95
Cœur de Bœuf,24.6,26.0,43,120,69,147,0,83
Marmande,21.9,27.6,49,128,61,130,0,68
Noire de Crimée,26.4,26.8,60,131,81,152,0,85
Noire de Crimée,27.5,25.5,53,97,75,168,0,83
Cerise,26.1,19.7,64,116,94,146,0,85
Marmande,21.8,19.4,56,110,99,130,1,55
Cœur de Bœuf,25.9,26.5,67,119,70,167,0,99
Cerise,21.5,23.4,53,103,92,133,0,50
Marmande,19.7,26.3,52,90,93,144,0,94
Marmande,18.3,21.8,73,134,92,150,1,79
Marmande,21.9,22.6,80,113,78,150,1,64
Cœur de Bœuf,27.0,25.3,42,95,79,151,0,58
Cœur de Bœuf,20.4,27.2,43,95,69,143,0,78
Noire de Crimée,20.1,19.8,83,94,78,164,0,51
Noire de Crimée,27.7,26.8,54,124,71,133,0,79
Marmande,18.3,26.1,59,133,69,164,0,95
Marmande,25.9,21.8,47,104,66,161,0,53
Cœur de Bœuf,21.2,22.2,89,124,99,157,0,68
Noire de Crimée,18.4,19.4,44,137,70,141,0,69
Marmande,27.2,19.1,41,139,75,159,0,54
Noire de Crimée,19.4,23.3,67,130,92,138,0,58
Noire de Crimée,23.5,19.9,61,97,97,148,0,69
Marmande,20.7,20.7,48,132,76,145,0,98
Cœur de Bœuf,18.7,26.6,67,124,84,159,0,65
Marmande,18.5,24.1,85,94,90,130,0,98
Marmande,19.2,24.7,40,120,60,152,1,69
Noire de Crimée,18.7,20.7,75,131,98,141,1,69
Marmande,25.6,26.5,88,120,79,134,1,75
Cœur de Bœuf,22.9,26.8,81,126,68,149,0,88
Marmande,21.4,23.7,41,97,61,132,0,82
Cœur de Bœuf,22.2,27.2,77,95,60,131,0,61
Cœur de Bœuf,27.3,26.6,65,112,98,149,0,70
Noire de Crimée,27.1,25.6,70,105,64,131,0,72
Cerise,25.2,25.6,80,133,71,169,0,69
Cerise,26.8,19.9,58,138,73,164,0,72
Noire de Crimée,21.2,21.4,70,97,98,133,1,98
Marmande,21.8,19.6,48,93,91,165,0,96
Noire de Crimée,24.1,19.1,42,121,99,169,0,55
Cœur de Bœuf,24.2,20.4,77,138,68,135,0,94
Cerise,22.8,26.9,45,92,92,143,0,61
Noire de Crimée,22.0,21.2,88,139,84,144,0,84
Marmande,27.9,27.7,84,105,97,166,0,57
Noire de Crimée,26.2,24.4,84,123,73,162,0,76
Cerise,22.3,21.1,46,102,68,148,1,65
Noire de Crimée,25.3,23.5,80,122,86,141,0,96
Noire de Crimée,20.7,21.0,64,111,78,138,1,81
Cerise,19.0,27.9,64,120,84,148,1,78
Cœur de Bœuf,21.5,26.6,89,113,91,161,1,56
Cœur de Bœuf,22.0,19.2,40,92,81,157,0,65
Cerise,18.2,27.5,61,122,88,157,0,78
Noire de Crimée,26.1,25.5,59,119,87,160,0,74
Cerise,21.6,19.7,52,115,72,165,0,92
Cœur de Bœuf,23.8,25.0,79,123,87,142,1,85
Marmande,18.7,24.8,60,111,62,162,1,97
Noire de Crimée,19.7,21.0,62,119,89,147,0,53
Cœur de Bœuf,26.9,25.8,80,124,70,158,0,76
Noire de Crimée,24.1,19.8,72,114,61,168,1,72
Cerise,27.5,23.4,48,117,68,137,0,72
Marmande,28.0,19.1,68,122,92,151,0,79
Cerise,21.7,27.7,71,112,85,130,0,92
Marmande,21.0,25.8,50,115,75,160,1,73
Noire de Crimée,26.6,20.4,75,98,84,149,1,97
Noire de Crimée,28.0,22.1,68,97,60,165,1,65
Cerise,24.3,20.4,87,126,80,152,1,56
Marmande,26.0,25.9,70,122,79,146,1,72
Marmande,25.8,19.5,53,104,64,139,0,87
Noire de Crimée,21.6,26.6,89,138,76,138,0,80
Cerise,23.7,27.5,64,136,99,146,0,91
Marmande,26.3,25.1,65,97,97,132,1,68
Noire de Crimée,24.9,20.9,61,110,60,162,0,96
Cœur de Bœuf,18.2,22.2,48,92,72,130,0,53
Cerise,21.4,23.3,72,98,77,149,1,55
Cœur de Bœuf,19.4,24.4,62,103,63,131,0,68
Cerise,20.3,25.0,74,127,73,145,0,76
Noire de Crimée,27.1,24.0,59,116,64,138,0,78
Marmande,18.4,22.2,72,109,92,143,1,61
Marmande,20.2,27.0,74,93,85,130,0,87
Marmande,21.1,19.7,85,113,63,164,0,62
Cerise,24.2,23.2,69,116,89,147,0,77
Noire de Crimée,23.3,26.0,85,101,76,130,0,54
Cœur de Bœuf,20.2,19.5,69,117,87,134,0,95
Noire de Crimée,19.6,25.3,61,124,65,140,1,95
Cœur de Bœuf,20.4,26.4,84,113,86,167,1,66
Cerise,23.0,24.9,40,120,95,153,0,76
Cerise,20.7,19.1,54,92,66,168,0,75
Cœur de Bœuf,27.5,20.6,64,119,60,161,1,53
Cœur de Bœuf,22.6,22.1,59,116,69,145,0,57
Cœur de Bœuf,18.6,21.1,46,106,72,132,0,75
Noire de Crimée,25.3,27.7,55,95,91,137,1,82
Cœur de Bœuf,21.3,24.9,62,136,73,161,1,61
Cerise,24.5,21.7,60,132,92,151,0,62
Cerise,20.8,27.4,40,107,89,146,0,70
Marmande,23.7,25.7,86,124,68,156,1,86
Cœur de Bœuf,25.7,21.6,59,116,65,132,0,74
Noire de Crimée,27.3,22.4,86,106,69,155,0,88
Noire de Crimée,20.6,20.8,58,100,70,164,1,52
Noire de Crimée,21.3,27.7,45,127,98,142,1,68
Marmande,22.6,23.7,77,126,79,146,1,56
Cerise,27.3,27.1,71,131,84,159,0,66
Noire de Crimée,27.0,22.1,40,123,71,158,1,62
Cerise,18.9,26.7,69,136,81,143,0,73
Marmande,19.3,19.5,55,121,71,159,0,94
Cœur de Bœuf,23.0,27.8,66,132,73,166,0,57
Cœur de Bœuf,19.1,27.2,57,135,95,167,1,57
Cœur de Bœuf,21.5,22.3,52,135,73,138,1,94
Noire de Crimée,19.5,26.0,83,124,61,161,1,51
Cœur de Bœuf,24.4,25.8,89,117,61,133,0,79
Noire de Crimée,27.5,27.1,67,111,65,135,0,52
Marmande,28.0,21.8,49,105,84,130,0,94
Marmande,21.8,23.2,53,135,62,154,1,75
Noire de Crimée,24.0,26.8,68,131,82,169,0,66
Cerise,26.6,26.0,50,129,68,167,1,87
Cœur de Bœuf,19.2,22.5,89,101,90,132,0,52
Cœur de Bœuf,24.9,26.6,66,94,87,150,1,82
Cœur de Bœuf,22.1,19.4,83,115,84,143,0,79
Noire de Crimée,20.1,26.0,56,115,94,159,0,64
Marmande,22.0,20.9,42,102,60,131,0,57
Cœur de Bœuf,18.8,21.6,70,113,61,151,0,79
Marmande,25.0,23.4,60,133,74,142,0,72
Cœur de Bœuf,20.5,23.0,72,92,99,154,0,61
Cœur de Bœuf,21.1,23.7,40,121,75,140,0,88
Noire de Crimée,19.2,23.9,45,112,82,139,0,97
Cerise,26.6,22.0,43,138,94,166,0,57
Noire de Crimée,22.9,20.6,61,126,67,154,0,58
Cœur de Bœuf,23.7,25.9,52,127,66,164,1,57
Cœur de Bœuf,23.7,22.6,83,134,80,148,0,87
Cerise,22.1,23.6,69,127,94,157,0,82
Marmande,19.9,24.8,79,102,98,139,0,97
Marmande,25.5,27.2,65,104,96,144,0,82
Cœur de Bœuf,19.3,25.4,78,91,92,161,0,94
Marmande,19.0,19.4,78,100,96,132,0,60
Cœur de Bœuf,25.1,26.5,46,105,94,153,1,72
Cerise,20.1,27.9,53,107,77,139,0,92
Cerise,21.1,23.3,65,123,78,159,0,92
Cœur de Bœuf,22.8,27.7,57,99,69,162,0,74
Cerise,22.5,23.9,63,102,63,154,0,64
Noire de Crimée,25.1,23.1,64,121,89,168,0,59
Noire de Crimée,24.2,22.0,89,97,92,168,0,69
Cerise,24.4,24.9,71,96,63,154,0,65
Cœur de Bœuf,25.1,21.1,45,137,68,167,1,84
Cœur de Bœuf,20.9,19.9,55,106,76,141,1,83
Cerise,21.2,19.2,42,130,98,133,1,70
Marmande,22.4,21.6,60,116,83,157,0,95
Noire de Crimée,21.1,22.6,71,97,98,149,1,96
Marmande,27.8,24.0,41,118,72,139,1,89
Cœur de Bœuf,26.1,21.6,86,126,85,160,0,50
Cœur de Bœuf,19.6,27.9,59,116,78,148,0,74
Marmande,18.1,21.6,50,126,76,131,1,95
Cerise,18.4,23.0,57,113,89,133,1,63
Marmande,20.4,19.9,50,134,85,144,0,68
Marmande,19.1,21.3,74,105,72,167,0,57
Noire de Crimée,23.3,19.4,75,115,77,162,0,90
Noire de Crimée,26.6,24.0,77,120,80,147,1,64
Marmande,25.4,25.8,51,116,93,169,0,93
Marmande,20.2,20.8,70,115,68,161,0,67
Cœur de Bœuf,22.0,22.3,75,132,89,161,1,50
Noire de Crimée,23.1,19.1,69,104,88,142,0,96
Noire de Crimée,26.1,26.6,83,138,88,145,0,82
Cœur de Bœuf,26.4,26.0,43,104,78,162,1,50
Cerise,27.1,19.6,41,112,67,163,0,83
Noire de Crimée,23.1,22.3,83,114,76,143,1,53
Noire de Crimée,24.9,27.6,52,133,71,131,0,66
Cerise,19.1,22.5,65,93,74,142,1,51
Noire de Crimée,23.7,23.7,68,125,64,158,0,88
Noire de Crimée,20.5,22.2,87,105,93,163,0,59
Cerise,22.3,24.4,75,136,62,146,1,91
Cerise,24.3,27.8,67,129,64,132,1,94
Marmande,20.6,28.0,47,110,93,159,0,86
Cœur de Bœuf,18.5,26.0,44,129,68,133,1,75
Cœur de Bœuf,18.1,22.6,71,132,83,160,0,76
Cerise,18.2,23.4,69,106,64,134,0,88
Cerise,18.1,22.2,53,92,86,131,1,74
Noire de Crimée,19.1,27.9,86,96,79,133,0,78
Marmande,20.4,25.4,82,101,61,167,0,95
Marmande,20.2,23.0,49,90,82,156,0,67
Cerise,27.9,19.1,49,132,93,156,0,71
Noire de Crimée,21.1,23.7,45,126,88,144,1,75
Noire de Crimée,19.3,27.9,55,95,94,168,0,75
Cœur de Bœuf,23.5,23.7,65,135,89,167,0,70
Cœur de Bœuf,26.6,20.6,60,138,62,143,0,70
Noire de Crimée,24.8,19.2,75,112,69,147,1,91
Cœur de Bœuf,21.0,22.2,80,114,93,158,0,57
Cerise,23.6,27.3,81,114,60,136,0,51
Noire de Crimée,25.1,28.0,69,92,65,167,0,95
Cœur de Bœuf,25.3,27.5,44,93,65,153,0,83
Marmande,24.7,25.6,49,119,75,167,0,61
Noire de Crimée,26.7,24.0,87,122,60,135,0,98
Noire de Crimée,26.7,24.3,70,118,64,149,0,67
Marmande,23.8,23.9,50,93,84,165,0,66
Cerise,22.3,25.4,77,103,86,139,0,64
Marmande,24.4,22.8,46,110,97,151,0,52
Noire de Crimée,26.2,25.0,51,96,85,162,0,70
Cerise,18.1,20.1,84,110,75,152,0,68
Cœur de Bœuf,27.9,21.4,88,96,85,133,1,81
Cœur de Bœuf,19.8,26.5,80,90,96,150,1,60
Cœur de Bœuf,22.7,27.1,47,123,87,142,1,67
Noire de Crimée,26.7,23.9,67,112,87,142,0,78
Marmande,20.3,19.3,55,92,89,141,0,52
Cerise,22.8,27.3,42,107,72,153,1,99
Cœur de Bœuf,19.3,25.3,76,132,84,164,0,53
Cerise,22.0,22.7,71,101,78,148,0,77
Noire de Crimée,19.8,24.4,60,103,72,138,0,58
Cœur de Bœuf,21.6,22.9,84,130,70,142,1,87
Noire de Crimée,21.7,23.2,57,117,82,151,0,56
Marmande,27.9,27.0,87,131,73,169,1,50
Noire de Crimée,27.9,20.4,85,134,69,165,0,84
Noire de Crimée,19.1,19.9,50,113,93,157,0,96
Marmande,25.3,19.0,89,113,99,136,1,83
Cerise,18.5,21.8,47,92,82,159,0,58
Marmande,18.3,20.3,51,98,99,160,0,75
Marmande,19.1,21.0,41,113,80,140,0,57
Noire de Crimée,27.7,19.1,80,91,79,159,0,68
Cerise,27.4,21.0,61,129,91,144,1,75
Cœur de Bœuf,19.9,22.0,48,117,73,142,1,95
Marmande,19.6,19.3,53,96,83,164,0,59
Cerise,20.4,24.5,54,98,77,164,0,92
Marmande,23.2,24.1,50,134,89,149,1,79
Marmande,23.7,19.9,52,128,87,152,1,89
Marmande,20.2,24.4,67,128,73,166,0,85
Marmande,25.6,28.0,64,122,80,149,0,80
Noire de Crimée,21.1,27.5,76,123,93,148,0,57
Cerise,27.2,19.0,45,110,64,147,0,91
Cerise,24.6,26.2,76,118,90,133,0,96
Cerise,22.4,22.2,72,116,62,137,0,62
Marmande,25.9,19.6,64,106,82,159,1,86
Noire de Crimée,26.2,21.7,89,131,98,149,1,79
Marmande,20.9,21.9,62,136,89,137,0,64
Marmande,21.4,23.7,47,137,89,134,1,84
Cerise,27.4,24.9,56,112,95,163,0,52
Marmande,19.6,25.7,70,134,97,169,0,78
Cœur de Bœuf,18.4,21.2,65,110,66,136,1,73
Marmande,22.5,21.9,50,97,64,151,1,94
Cœur de Bœuf,26.0,21.8,69,98,65,138,0,72
Marmande,25.7,22.3,50,122,73,140,0,58
Noire de Crimée,27.2,28.0,42,93,70,141,0,51
Noire de Crimée,23.3,26.0,79,107,96,137,0,64
Cerise,19.0,27.8,79,121,61,161,1,81
Marmande,23.9,25.2,60,119,90,146,0,67
Cœur de Bœuf,25.8,22.7,74,114,86,155,1,78
Cœur de Bœuf,18.9,22.5,67,122,75,162,0,89
Marmande,19.7,23.4,61,124,61,155,1,52
Cœur de Bœuf,18.1,22.8,81,131,85,151,0,82
Noire de Crimée,23.9,26.5,85,123,75,132,0,56
Cœur de Bœuf,26.9,23.2,57,139,68,160,0,79
Cerise,24.7,21.7,62,91,68,143,1,76
Noire de Crimée,27.8,26.0,65,102,64,147,0,87
Noire de Crimée,18.6,26.7,74,130,95,163,0,78
Noire de Crimée,27.0,22.8,68,112,66,169,1,80
Marmande,26.1,25.0,85,112,91,146,0,50
Marmande,21.1,19.5,50,120,88,141,0,90
Noire de Crimée,27.7,23.8,81,91,96,168,0,92
Marmande,20.9,19.4,85,91,62,162,0,76
Cœur de Bœuf,26.9,19.3,40,94,89,161,1,76
Marmande,26.8,24.5,55,103,99,150,0,78
