Soil_Type,PH_Level,Organic_Matter,Nitrogen_N,Phosphorus_P,Potassium_K,Moisture_Content,Compaction_Index,Conductivity,Soil_Quality_Score
Clayey,6.2,5.7,140,137,54,54,2,2.9,44
Black,4.7,1.2,144,45,89,77,1,1.8,31
Sandy,6.3,4.3,18,9,197,19,2,2.3,26
Loamy,6.8,1.4,108,140,68,89,2,2.6,36
Clayey,6.8,2.3,150,95,87,28,1,4.6,3
Black,5.8,4.9,177,56,26,48,4,1.1,58
Sandy,5.8,7.1,123,139,113,59,4,2.4,34
Loamy,4.9,7.2,71,51,100,86,5,4.0,1
Clayey,6.0,1.5,71,131,269,69,4,1.1,32
Black,4.9,3.9,19,86,57,77,1,0.5,26
Sandy,7.6,5.1,96,70,64,41,2,0.2,23
Loamy,8.4,2.0,20,137,156,89,1,0.6,30
Clayey,8.4,6.4,71,65,248,73,3,1.4,18
Black,8.0,6.2,86,54,202,89,2,2.1,38
Sandy,6.9,7.3,113,132,223,33,1,3.0,40
Loamy,7.3,1.1,65,67,130,37,5,1.1,28
Clayey,5.6,2.5,119,144,87,32,5,1.4,20
Black,7.0,6.8,58,107,57,72,2,3.5,24
Sandy,6.3,5.7,25,13,217,65,4,4.6,7
Loamy,6.4,7.3,82,83,111,82,5,0.8,42
Clayey,7.5,1.4,125,91,283,75,3,2.4,20
Black,5.6,5.2,102,113,262,47,2,1.5,65
Sandy,5.8,5.0,146,26,135,37,3,2.7,36
Loamy,8.2,1.2,42,40,114,35,2,0.7,31
Clayey,4.7,4.6,97,78,232,69,4,1.4,25
Black,6.4,5.3,172,60,265,69,1,3.6,64
Sandy,8.2,2.3,48,103,192,64,2,4.1,0
Loamy,6.9,2.9,123,9,98,34,1,3.1,50
Clayey,6.7,5.5,86,8,299,30,2,4.7,17
Black,5.5,4.3,96,19,168,34,4,3.3,34
Sandy,5.9,7.0,162,30,298,67,3,3.8,32
Loamy,7.9,3.4,123,27,245,47,1,1.9,60
Clayey,6.7,2.9,65,129,137,55,3,0.9,23
Black,6.6,7.9,185,107,92,84,2,3.3,35
Sandy,4.9,7.4,147,33,25,13,2,4.6,0
Loamy,4.6,1.2,50,90,41,28,4,4.9,0
Clayey,8.4,6.4,113,61,198,71,2,2.3,24
Black,6.0,1.8,108,66,215,33,4,2.7,48
Sandy,6.9,1.2,68,52,128,64,2,1.6,18
Loamy,4.8,2.9,165,115,204,34,3,3.4,34
Clayey,7.2,2.9,131,39,74,81,2,3.8,8
Black,8.2,6.7,129,50,248,74,1,0.3,50
Sandy,6.8,6.0,50,37,38,77,5,4.2,0
Loamy,5.0,7.9,75,75,235,21,1,2.6,52
Clayey,6.8,6.0,188,14,67,34,1,2.9,39
Black,7.6,3.9,71,48,179,30,4,1.1,31
Sandy,6.1,5.9,167,130,292,28,2,0.2,45
Loamy,8.0,8.0,49,118,115,79,3,4.8,0
Clayey,7.1,6.0,49,127,49,61,2,4.6,7
Black,8.1,6.3,111,67,140,63,5,3.9,14
Sandy,7.0,7.6,199,53,209,44,2,2.4,41
Loamy,5.0,1.8,24,89,171,12,5,1.7,20
Clayey,5.7,5.9,133,45,274,42,5,0.9,35
Black,5.3,7.0,140,102,210,82,1,0.5,60
Sandy,8.1,7.7,33,43,161,16,5,2.3,0
Loamy,7.5,2.5,178,111,265,36,5,4.0,27
Clayey,7.2,4.5,57,17,53,10,3,3.7,2
Black,5.7,5.8,198,110,206,49,4,3.8,37
Sandy,5.2,2.7,57,115,105,27,2,0.7,12
Loamy,7.5,5.2,56,74,180,44,3,4.3,30
Clayey,6.4,2.8,193,61,137,48,4,4.0,16
Black,5.4,3.3,114,80,130,20,1,0.6,47
Sandy,7.0,4.1,122,24,77,54,3,1.8,33
Loamy,4.7,4.7,17,66,37,84,3,1.9,25
Clayey,5.8,4.1,27,67,159,12,1,3.7,23
Black,6.4,4.5,117,140,213,86,5,4.3,27
Sandy,5.1,3.1,93,42,149,61,1,1.9,32
Loamy,8.4,2.1,160,96,231,69,2,0.7,51
Clayey,5.3,1.3,74,103,139,67,1,0.5,29
Black,5.0,2.4,118,112,61,63,3,3.2,33
Sandy,5.3,5.1,55,109,22,43,1,2.5,29
Loamy,7.6,6.5,75,111,248,37,2,4.5,28
Clayey,6.2,2.2,89,106,248,70,5,4.8,2
Black,6.8,1.8,159,134,160,75,5,4.5,2
Sandy,4.6,6.2,149,11,76,75,4,0.5,8
Loamy,4.6,3.1,156,131,235,46,4,1.5,44
Clayey,6.3,7.7,159,109,150,25,2,1.3,43
Black,7.8,6.0,192,55,133,81,4,0.4,28
Sandy,8.0,3.3,115,54,210,84,5,4.6,0
Loamy,4.8,3.0,135,68,262,54,5,4.5,14
Clayey,6.7,4.7,199,144,47,24,4,2.0,23
Black,8.2,1.6,188,79,45,13,1,4.8,4
Sandy,6.1,1.8,185,14,103,32,5,2.9,14
Loamy,7.8,2.2,154,103,221,81,4,2.2,29
Clayey,5.0,6.4,22,72,80,89,4,2.8,3
Black,8.2,4.6,37,70,204,25,2,2.2,32
Sandy,7.5,1.1,132,32,265,62,2,1.5,33
Loamy,8.3,5.7,76,111,20,19,5,1.0,21
Clayey,7.2,4.0,14,114,262,43,3,2.4,25
Black,6.0,4.6,109,115,51,27,4,2.7,41
Sandy,8.3,2.5,197,82,254,62,1,4.1,11
Loamy,5.6,4.9,152,97,36,25,3,2.4,44
Clayey,5.8,7.9,90,134,108,71,4,4.2,5
Black,7.3,1.5,53,38,71,61,3,4.8,5
Sandy,7.6,3.0,128,51,183,66,4,3.6,0
Loamy,8.2,2.7,55,122,51,81,4,0.7,17
Clayey,5.3,2.7,166,132,217,73,3,2.4,24
Black,7.7,3.7,77,30,220,32,2,4.3,21
Sandy,7.5,6.7,137,88,126,49,4,2.5,23
Loamy,4.8,7.4,58,5,47,23,5,4.1,0
Clayey,6.0,2.4,180,101,138,89,3,3.9,11
Black,5.6,4.8,111,91,50,27,2,0.9,48
Sandy,5.7,5.5,86,79,173,45,1,1.7,41
Loamy,8.4,4.7,29,112,279,48,4,3.8,20
Clayey,7.1,4.0,120,19,126,50,4,0.9,30
Black,7.4,2.3,155,146,270,10,5,2.2,29
Sandy,8.4,4.4,186,59,126,80,2,0.8,18
Loamy,6.0,3.8,124,133,136,51,4,1.3,59
Clayey,7.7,6.6,179,37,264,33,2,1.5,40
Black,6.2,6.3,21,74,98,74,4,2.7,29
Sandy,8.0,1.9,88,60,248,27,1,4.6,0
Loamy,5.2,1.6,128,27,42,23,5,2.0,27
Clayey,8.3,7.4,45,58,216,28,1,4.3,2
Black,5.4,4.7,17,94,207,16,1,3.5,32
Sandy,5.8,7.0,37,135,236,73,3,3.9,10
Loamy,7.5,1.4,125,50,266,11,1,3.8,36
Clayey,6.1,4.7,95,138,173,16,5,1.6,27
Black,6.9,4.8,197,21,214,37,5,1.3,50
Sandy,6.3,7.0,58,97,135,39,4,4.9,0
Loamy,7.5,1.7,175,27,215,82,1,3.7,38
Clayey,5.4,2.7,89,148,74,45,2,1.9,30
Black,4.7,3.8,195,100,194,31,3,2.8,35
Sandy,5.7,7.1,14,87,163,88,3,3.9,0
Loamy,6.4,7.6,55,59,236,87,3,0.4,56
Clayey,5.2,7.9,107,66,276,36,5,0.6,35
Black,5.9,7.7,111,149,146,19,5,0.2,43
Sandy,6.1,1.0,11,106,192,31,4,0.9,17
Loamy,4.7,1.3,34,63,113,32,1,0.7,35
Clayey,6.8,2.0,10,146,238,61,5,2.4,8
Black,8.0,3.4,177,59,71,51,3,1.5,38
Sandy,5.1,6.8,77,66,38,50,5,0.3,16
Loamy,6.9,7.2,78,52,256,57,1,2.3,65
Clayey,7.2,2.3,25,107,190,78,5,2.9,0
Black,6.2,5.3,191,32,294,60,1,1.9,80
Sandy,7.3,7.4,27,88,179,10,4,1.4,10
Loamy,6.1,4.2,116,138,259,65,5,2.0,65
Clayey,6.5,1.7,26,63,84,80,1,2.6,20
Black,4.5,4.2,134,94,236,33,1,2.2,58
Sandy,7.3,3.6,91,74,66,24,2,0.6,18
Loamy,7.1,5.0,13,64,93,84,4,2.3,27
Clayey,4.7,4.1,124,149,183,53,5,3.6,6
Black,6.0,1.1,104,70,217,58,2,4.1,42
Sandy,8.4,8.0,104,119,167,58,5,2.3,14
Loamy,6.2,4.8,146,128,105,77,3,5.0,28
Clayey,6.5,4.3,40,75,28,83,3,4.2,5
Black,8.1,7.7,142,48,272,46,1,1.2,60
Sandy,7.4,2.1,25,88,251,83,2,2.3,11
Loamy,6.8,2.3,51,61,266,51,1,1.5,57
Clayey,7.7,6.7,178,40,20,68,1,2.8,30
Black,8.0,2.8,39,61,286,84,1,1.2,32
Sandy,6.3,6.6,35,125,124,19,3,0.3,22
Loamy,6.4,2.9,186,48,253,62,1,4.5,53
Clayey,6.0,1.2,40,66,276,51,1,2.6,36
Black,8.4,4.6,59,119,100,17,1,4.6,8
Sandy,7.3,2.4,152,87,142,84,1,0.7,25
Loamy,4.8,6.3,61,65,191,33,2,0.8,49
Clayey,8.0,5.5,175,98,292,60,5,1.2,25
Black,6.4,7.5,47,15,266,80,2,2.3,52
Sandy,4.8,6.5,197,81,213,69,4,4.4,0
Loamy,6.7,2.3,29,124,131,30,2,3.3,29
Clayey,6.2,6.6,108,106,42,62,4,0.4,43
Black,8.0,5.5,53,125,221,15,3,2.1,30
Sandy,5.3,5.7,120,116,125,40,5,3.6,7
Loamy,7.8,6.8,98,70,113,21,1,1.7,43
Clayey,6.7,5.0,72,114,44,22,4,2.5,11
Black,4.7,4.3,127,124,164,58,3,3.6,31
Sandy,8.4,5.5,187,27,38,40,5,4.8,0
Loamy,6.6,3.1,159,19,229,18,4,1.7,44
Clayey,5.7,2.3,81,34,101,36,3,3.7,6
Black,6.4,5.3,63,8,65,62,1,3.8,47
Sandy,7.9,2.6,146,68,54,60,3,2.8,7
Loamy,5.7,1.6,152,69,221,81,3,4.1,23
Clayey,5.3,1.0,57,12,42,36,1,2.7,20
Black,5.0,5.3,157,56,284,49,4,3.2,43
Sandy,5.7,3.5,172,146,206,71,3,4.2,3
Loamy,7.6,6.3,110,62,209,67,1,2.4,61
Clayey,6.4,3.6,69,15,259,24,4,2.4,23
Black,5.4,4.4,107,63,146,48,1,3.0,53
Sandy,5.2,3.8,171,28,130,79,2,4.0,4
Loamy,5.8,5.6,109,92,62,17,4,0.7,53
Clayey,8.3,3.5,108,50,153,44,2,3.9,13
Black,5.9,7.7,82,32,32,72,3,1.5,47
Sandy,8.5,7.6,128,20,30,40,3,0.4,23
Loamy,6.4,6.9,191,46,121,51,3,4.0,48
Clayey,5.2,7.4,137,107,216,75,4,0.8,30
Black,8.1,4.1,149,20,74,50,5,1.1,33
Sandy,6.3,4.8,97,104,202,10,4,3.6,14
Loamy,7.3,6.2,114,144,38,83,4,2.9,34
Clayey,8.4,5.9,28,38,281,42,5,4.6,0
Black,4.7,7.2,89,42,28,46,4,4.8,4
Sandy,4.9,6.0,35,131,167,66,2,1.6,21
Loamy,7.4,8.0,160,26,44,20,5,1.7,38
Clayey,5.6,3.4,130,84,91,56,5,1.1,23
Black,5.2,6.8,42,92,76,75,2,2.6,32
Sandy,4.7,5.9,115,7,41,13,5,2.0,3
Loamy,4.6,5.8,194,5,55,86,5,0.2,28
Clayey,7.6,3.3,39,57,198,86,2,2.0,10
Black,5.0,6.5,160,51,87,64,1,0.4,63
Sandy,6.4,7.3,135,119,20,21,1,4.0,23
Loamy,6.9,2.5,45,45,67,75,1,4.7,13
Clayey,6.2,5.4,134,145,171,46,2,1.5,57
Black,4.6,3.7,133,70,216,32,3,3.3,33
Sandy,7.6,7.9,180,47,77,64,4,0.5,18
Loamy,4.5,4.4,190,93,67,28,5,1.9,28
Clayey,7.5,2.6,127,117,253,76,2,2.9,23
Black,8.1,3.7,132,30,207,32,4,0.6,41
Sandy,6.2,5.6,197,103,133,13,2,1.9,38
Loamy,6.6,1.5,46,65,109,27,5,4.8,0
Clayey,6.4,5.2,70,129,188,21,3,0.9,34
Black,6.1,7.5,105,123,196,44,2,3.1,61
Sandy,8.0,7.0,129,66,211,36,4,4.2,3
Loamy,8.1,1.5,190,86,152,52,4,3.9,17
Clayey,5.8,8.0,21,146,191,87,5,3.9,1
Black,7.0,5.9,131,141,37,76,1,0.4,53
Sandy,8.2,2.1,44,48,270,78,5,4.9,0
Loamy,8.3,1.1,76,60,131,73,5,3.7,0
Clayey,6.5,2.2,47,7,59,61,1,4.8,11
Black,6.3,6.9,33,102,121,26,3,4.9,12
Sandy,5.6,1.2,90,101,193,42,2,1.8,24
Loamy,8.3,2.6,177,95,215,81,4,2.8,24
Clayey,5.1,6.3,194,63,91,61,2,3.7,26
Black,6.8,5.1,81,77,201,44,2,4.3,36
Sandy,5.6,6.5,88,145,260,29,4,4.9,0
Loamy,5.6,6.2,123,57,132,54,1,4.9,39
Clayey,6.1,1.4,54,46,182,86,4,1.7,17
Black,8.5,7.2,134,73,58,77,1,3.4,29
Sandy,4.7,2.6,105,114,254,59,1,0.8,32
Loamy,6.8,4.9,22,96,90,67,5,4.1,15
Clayey,4.8,5.5,119,7,238,39,3,0.9,35
Black,5.1,2.2,15,45,24,79,5,4.5,0
Sandy,6.3,7.8,106,129,260,11,3,4.9,10
Loamy,6.5,4.4,80,5,184,88,1,0.5,65
Clayey,5.5,1.4,56,119,20,43,5,2.6,2
Black,5.8,7.6,102,74,203,61,2,1.4,75
Sandy,4.8,5.1,110,130,27,25,4,2.4,4
Loamy,5.7,5.9,53,54,127,52,4,1.5,44
Clayey,8.4,4.7,41,84,204,73,4,0.4,10
Black,8.3,6.8,12,101,173,36,3,2.0,34
Sandy,5.8,1.2,191,63,53,74,4,1.1,16
Loamy,6.8,2.9,93,78,41,22,3,2.8,28
Clayey,8.1,4.3,175,67,167,49,3,3.4,18
Black,4.5,1.5,13,29,170,41,3,2.1,22
Sandy,7.7,5.9,154,142,86,76,2,1.1,18
Loamy,8.3,3.8,174,81,97,23,1,1.0,44
Clayey,4.9,2.9,97,128,251,67,2,0.1,28
Black,5.1,1.0,115,133,58,55,1,3.5,36
Sandy,8.3,6.0,114,103,184,84,2,1.3,22
Loamy,6.7,6.8,45,18,118,68,3,4.9,18
Clayey,4.6,3.8,67,42,148,74,1,3.8,0
Black,5.5,4.9,178,5,38,42,4,1.5,48
Sandy,6.3,2.6,17,88,290,55,2,0.9,34
Loamy,7.3,5.4,167,137,20,63,1,3.2,56
Clayey,7.4,1.1,95,48,199,75,4,4.3,0
Black,8.5,4.4,189,61,275,13,5,3.0,20
Sandy,5.7,5.5,106,108,193,63,3,0.2,37
Loamy,6.7,7.4,162,49,69,13,2,4.0,33
Clayey,6.6,3.7,189,64,39,26,2,4.8,1
Black,6.1,6.4,68,70,124,89,5,0.3,35
Sandy,5.2,5.2,39,51,209,82,1,4.1,8
Loamy,8.4,7.5,110,119,258,83,2,3.6,34
Clayey,7.9,3.8,76,30,62,80,2,2.0,12
Black,6.5,3.2,141,141,24,82,2,3.2,40
Sandy,6.9,7.2,102,55,267,64,2,0.9,45
Loamy,5.4,1.3,194,98,85,57,5,3.6,20
Clayey,6.7,2.0,72,114,270,58,3,2.9,20
Black,7.3,1.6,41,140,147,32,2,0.5,37
Sandy,6.6,6.9,96,9,204,36,5,4.4,0
Loamy,8.5,1.1,60,43,207,34,4,0.7,29
Clayey,6.9,7.0,72,72,202,33,2,2.2,41
Black,6.0,4.2,89,44,90,89,1,0.7,57
Sandy,7.6,1.0,96,40,85,89,5,3.3,0
Loamy,5.2,3.8,119,101,269,29,1,3.7,44
Clayey,6.0,2.3,110,30,174,62,3,4.7,16
Black,5.9,5.4,138,108,98,83,4,1.3,48
Sandy,6.2,5.8,28,107,38,35,1,1.9,41
Loamy,7.6,4.4,110,79,288,69,2,2.0,60
Clayey,6.4,1.3,172,89,64,11,5,0.6,16
Black,7.7,5.6,103,117,281,12,4,4.1,14
Sandy,6.8,6.9,90,60,241,65,5,0.5,24
Loamy,5.9,6.0,112,61,148,75,4,1.8,53
Clayey,7.7,6.8,122,132,125,34,1,1.0,38
Black,5.5,2.4,163,105,270,77,3,3.4,28
Sandy,5.4,7.2,22,139,140,24,5,4.5,0
Loamy,6.5,3.3,127,145,249,16,2,3.8,46
Clayey,5.5,1.1,95,88,246,80,5,3.9,0
Black,4.5,6.9,32,104,294,50,3,0.5,39
Sandy,7.1,7.6,116,50,157,69,1,3.7,30
Loamy,6.5,5.6,172,65,192,53,2,0.4,77
Clayey,6.3,2.6,21,60,290,42,2,2.5,35
Black,8.4,2.8,146,33,234,75,1,3.5,28
Sandy,6.8,4.3,87,115,247,32,5,1.3,24
Loamy,8.0,7.3,76,96,126,73,2,3.4,22
Clayey,5.1,2.0,117,146,178,15,5,4.4,0
Black,6.8,6.8,53,106,155,72,5,4.4,3
Sandy,8.0,3.0,198,75,270,52,1,1.0,34
Loamy,6.8,6.7,158,17,49,34,3,1.4,58
Clayey,7.4,7.4,16,149,117,17,3,3.4,1
Black,6.0,4.0,137,85,116,46,5,4.2,28
Sandy,4.9,3.6,106,104,276,68,1,2.3,32
Loamy,6.3,6.6,20,87,291,37,3,4.6,36
Clayey,6.1,4.7,182,120,30,62,5,2.9,29
Black,8.0,5.8,169,129,187,80,2,1.4,42
Sandy,5.5,5.4,115,6,230,64,2,0.2,45
Loamy,8.4,2.1,92,66,191,45,4,4.1,12
Clayey,8.3,6.9,45,24,139,71,4,0.6,3
Black,5.5,2.4,127,94,204,24,4,0.5,37
Sandy,5.9,7.5,174,66,58,63,3,3.9,24
Loamy,8.1,2.8,50,21,276,70,2,0.3,43
Clayey,8.4,6.1,101,43,298,63,2,4.2,18
Black,6.3,3.0,58,14,249,78,3,3.0,35
Sandy,5.8,3.2,152,114,134,38,2,3.2,30
Loamy,6.6,3.2,150,32,110,36,2,4.7,30
Clayey,7.3,6.2,62,65,80,77,5,4.3,0
Black,5.6,4.9,116,62,122,21,2,0.5,48
Sandy,7.4,7.2,42,48,234,32,5,4.3,0
Loamy,4.7,3.2,128,87,121,59,4,3.4,23
Clayey,4.7,5.8,41,129,162,84,1,1.7,22
Black,6.0,6.3,127,149,109,85,5,4.3,20
Sandy,5.9,2.1,185,83,137,82,2,0.2,29
Loamy,5.8,3.8,194,89,158,36,4,4.2,41
Clayey,6.5,4.4,71,42,259,68,1,3.1,47
Black,5.8,3.5,91,34,155,18,1,1.4,57
Sandy,5.3,3.3,139,36,24,42,4,0.1,22
Loamy,5.7,5.8,86,24,228,79,4,2.7,37
Clayey,8.4,2.5,25,106,106,60,1,2.2,16
Black,6.1,6.0,132,68,296,49,1,4.3,57
Sandy,6.3,7.5,17,40,140,15,2,4.0,5
Loamy,6.8,5.0,156,30,264,13,5,3.0,35
Clayey,8.4,5.3,169,11,109,12,5,0.8,8
Black,5.5,1.5,76,38,159,22,1,3.7,22
Sandy,7.2,7.1,124,138,131,35,1,3.0,33
Loamy,7.4,3.0,122,66,259,43,3,0.2,59
Clayey,6.9,5.3,41,90,291,86,1,3.8,17
Black,4.9,7.9,114,77,162,62,5,4.2,15
Sandy,7.2,5.2,34,132,226,56,2,3.9,15
Loamy,4.8,6.1,62,64,138,17,3,1.0,30
Clayey,6.9,4.1,90,68,103,85,5,2.6,6
Black,7.5,1.4,34,56,270,17,2,2.7,26
Sandy,5.3,6.6,42,149,297,28,3,4.7,0
Loamy,7.9,1.2,40,64,182,83,3,4.6,0
Clayey,4.6,5.9,45,81,161,41,3,0.4,22
Black,7.9,1.2,96,123,50,30,3,5.0,0
Sandy,6.3,7.0,132,142,110,73,3,4.0,13
Loamy,5.4,2.1,186,129,147,32,3,1.9,49
Clayey,5.0,4.6,53,22,286,80,4,3.7,4
Black,8.3,5.2,57,68,55,51,2,1.9,39
Sandy,4.8,4.2,167,83,299,44,5,4.7,0
Loamy,5.3,3.4,22,63,232,11,1,2.0,48
Clayey,5.9,4.3,180,62,252,80,5,3.9,16
Black,7.0,3.2,153,65,247,85,4,0.9,39
Sandy,6.7,4.1,100,122,256,61,4,4.3,7
Loamy,5.0,3.5,163,83,40,26,3,3.1,32
Clayey,5.7,5.0,184,75,115,18,4,4.1,2
Black,5.5,2.7,174,92,70,61,5,2.1,35
Sandy,5.4,7.9,140,91,81,12,4,1.8,18
Loamy,6.1,4.5,163,143,172,31,5,2.7,55
Clayey,7.3,2.4,152,92,243,63,3,2.0,37
Black,5.4,4.3,75,137,161,45,3,2.6,44
Sandy,6.0,7.1,37,43,60,48,4,2.2,25
Loamy,6.1,1.2,134,84,185,27,1,1.1,60
Clayey,8.4,5.8,175,24,209,36,3,4.9,5
Black,8.3,4.8,181,85,64,76,2,0.2,38
Sandy,7.7,2.2,190,23,227,22,2,4.6,0
Loamy,5.5,6.7,89,147,115,26,3,4.2,20
Clayey,4.8,3.6,141,138,294,70,4,2.2,23
Black,5.8,3.1,81,120,254,27,3,1.7,48
Sandy,5.6,6.8,53,105,226,26,4,0.9,16
Loamy,6.5,5.5,128,43,45,65,5,0.8,58
Clayey,7.6,7.3,55,40,226,57,1,2.8,28
Black,7.9,5.4,93,87,160,25,1,0.6,42
Sandy,7.9,6.2,35,98,106,34,5,2.4,0
Loamy,5.9,6.9,105,6,117,74,5,4.1,27
Clayey,7.2,1.4,22,77,42,36,5,3.8,0
Black,5.8,6.4,134,39,269,23,1,0.7,70
Sandy,4.7,5.3,78,133,269,59,3,4.8,0
Loamy,7.3,1.5,181,67,167,38,2,1.5,56
Clayey,4.5,4.6,190,99,73,37,4,3.6,7
Black,6.1,1.6,60,49,58,30,2,1.6,48
Sandy,5.8,6.2,22,129,237,33,4,3.1,22
Loamy,7.3,4.8,178,41,256,55,1,2.9,66
Clayey,7.6,7.7,148,11,296,69,3,1.0,35
Black,5.7,2.3,174,114,244,29,2,3.3,33
Sandy,7.7,5.2,69,148,163,61,5,1.7,9
Loamy,5.7,2.5,41,146,230,31,5,3.1,26
Clayey,6.3,5.3,182,138,173,77,5,2.8,24
Black,7.4,6.1,27,142,278,25,2,4.2,21
Sandy,7.3,6.1,102,36,246,30,3,1.1,40
Loamy,8.4,6.7,157,138,101,53,3,0.8,48
Clayey,5.4,7.0,53,6,107,71,5,4.3,0
Black,7.1,1.5,173,43,23,30,2,2.3,44
Sandy,6.9,3.4,46,53,192,20,5,3.9,0
Loamy,8.2,5.8,170,31,51,69,4,4.8,15
Clayey,5.1,4.5,136,60,253,46,4,2.8,32
Black,7.5,2.3,28,18,245,53,2,1.6,44
Sandy,6.8,4.9,188,107,225,31,4,4.0,15
Loamy,5.6,3.9,41,122,121,75,1,4.7,17
Clayey,6.4,3.7,115,126,77,52,1,1.3,54
Black,5.8,6.7,31,109,288,84,1,3.5,44
Sandy,6.8,3.9,131,29,169,30,4,3.9,9
Loamy,8.1,1.2,138,57,271,42,3,0.2,43
Clayey,6.8,1.4,63,15,63,26,1,3.0,9
Black,7.0,7.0,157,41,49,45,5,3.2,31
Sandy,6.6,7.7,67,13,31,23,3,3.2,2
Loamy,4.7,5.8,172,32,33,46,2,0.5,53
Clayey,5.4,3.6,79,59,64,40,4,0.2,21
Black,6.5,7.6,198,131,219,13,5,1.5,50
Sandy,5.7,5.6,72,74,43,15,2,1.9,21
Loamy,5.2,6.9,198,31,270,59,4,0.8,60
Clayey,6.5,6.4,194,14,138,86,4,2.6,27
Black,5.8,3.7,12,130,97,47,5,1.2,36
Sandy,5.5,4.4,108,7,261,88,4,1.8,25
Loamy,6.4,2.3,54,47,222,14,4,1.5,42
Clayey,5.0,3.0,152,103,256,47,4,3.9,15
Black,8.2,6.4,26,11,106,33,3,4.4,6
Sandy,8.0,7.3,152,46,229,27,1,1.6,30
Loamy,7.3,6.1,14,101,295,41,5,1.9,42
Clayey,4.9,4.3,183,8,116,80,3,4.1,0
Black,7.6,1.6,20,140,21,81,5,3.8,0
Sandy,7.7,1.4,101,88,248,39,3,3.6,3
Loamy,7.6,3.6,151,149,262,39,4,3.6,29
Clayey,5.0,4.2,48,9,277,14,4,1.6,20
Black,7.1,5.3,192,117,61,13,3,4.7,16
Sandy,7.8,1.0,51,141,232,60,4,4.1,0
Loamy,6.8,7.9,103,140,22,18,1,1.1,58
Clayey,7.1,3.5,14,11,35,64,5,3.3,0
Black,6.3,6.9,61,41,298,42,4,0.9,57
Sandy,6.6,4.7,159,59,121,40,2,2.9,29
Loamy,4.6,1.9,53,71,96,63,3,1.5,29
Clayey,7.1,6.6,124,140,221,70,3,0.6,45
Black,4.8,6.0,196,73,74,75,4,3.1,17
Sandy,6.2,4.7,162,9,228,29,3,4.4,15
Loamy,5.7,4.6,136,21,100,85,2,0.8,53
Clayey,6.7,1.6,125,115,263,70,3,4.5,9
Black,5.0,5.6,158,62,254,45,2,0.7,65
Sandy,7.3,7.4,77,108,133,29,3,3.7,0
Loamy,7.7,1.7,56,117,86,54,3,4.9,0
Clayey,5.2,2.8,136,96,59,55,2,0.6,36
Black,4.9,7.3,44,72,240,27,5,1.1,20
Sandy,5.1,3.0,16,32,122,79,1,2.4,10
Loamy,8.0,5.6,193,93,72,83,2,3.7,26
Clayey,6.6,4.7,125,110,71,27,1,4.5,13
Black,6.4,5.2,61,71,56,73,3,3.7,28
Sandy,4.9,3.9,119,126,86,43,5,3.9,0
Loamy,7.1,3.1,55,105,181,88,2,2.3,39
Clayey,8.0,1.3,146,16,225,12,5,1.8,3
Black,7.8,6.2,195,105,71,81,2,2.6,32
Sandy,7.0,6.2,32,8,228,20,4,3.3,1
Loamy,4.8,5.7,140,125,21,55,2,2.6,47
Clayey,4.9,5.5,136,46,148,51,1,4.0,18
Black,4.7,2.7,198,26,197,26,4,0.9,25
Sandy,5.5,1.2,18,5,183,56,3,2.0,12
Loamy,5.0,6.7,62,52,41,39,2,0.4,55
Clayey,5.5,4.4,186,47,246,52,1,3.4,41
Black,6.0,3.1,57,106,101,17,3,3.8,20
Sandy,8.3,1.7,132,22,183,49,1,3.4,13
Loamy,6.9,1.4,91,80,22,80,3,4.8,4
Clayey,7.8,3.4,118,149,191,29,2,4.7,0
Black,7.3,6.6,16,86,137,85,5,1.4,20
Sandy,5.0,7.4,108,14,163,37,3,1.3,37
Loamy,7.4,7.3,40,28,271,37,5,0.2,44
Clayey,5.6,7.4,111,144,285,68,3,2.6,39
Black,7.1,7.4,65,8,189,71,5,4.3,6
Sandy,5.9,4.7,108,130,232,89,2,0.9,45
Loamy,8.5,2.5,198,137,246,83,1,3.0,37
Clayey,5.6,6.6,14,84,281,63,2,3.6,21
Black,5.6,2.5,39,9,274,16,3,1.9,31
Sandy,8.2,2.9,31,87,27,77,4,3.5,0
Loamy,4.6,2.6,154,10,60,33,1,4.2,28
Clayey,7.3,4.6,147,11,276,50,5,0.2,35
Black,7.4,3.3,179,14,150,63,1,3.7,40
Sandy,7.8,2.1,36,82,71,23,1,3.0,0
Loamy,8.4,4.2,136,46,121,53,2,4.2,31
Clayey,8.4,7.1,144,66,238,58,3,0.8,35
Black,4.8,5.0,32,129,263,72,2,4.1,13
Sandy,7.8,7.1,84,26,294,54,3,0.8,24
Loamy,7.1,2.4,126,61,89,81,4,3.0,25
Clayey,7.1,2.2,145,100,66,86,2,1.4,24
Black,5.0,5.0,17,143,136,16,4,1.3,25
Sandy,7.1,4.2,110,146,97,12,3,2.5,18
Loamy,8.4,5.6,14,35,24,56,1,3.8,27
Clayey,8.1,6.6,95,8,273,70,4,3.3,12
Black,6.3,6.3,139,113,126,80,4,4.9,18
Sandy,4.7,7.6,188,122,263,39,3,0.7,30
Loamy,5.9,3.8,21,97,192,14,3,3.6,30
Clayey,7.8,2.4,56,103,55,81,2,0.4,6
Black,7.3,4.9,192,81,192,16,2,1.9,52
Sandy,6.3,1.8,35,87,199,48,3,1.8,26
Loamy,4.7,3.0,111,119,286,11,4,1.4,34
